word,frequency_rank,band
ensuring,7130,medium
enterprises,7131,medium
escort,7132,medium
exams,7133,medium
firmly,7134,medium
flour,7135,medium
gdp,7136,medium
geneva,7137,medium
hindu,7138,medium
holdings,7139,medium
indie,7140,medium
indirect,7141,medium
inspire,7142,medium
institutional,7143,medium
interim,7144,medium
interviewed,7145,medium
java,7146,medium
jefferson,7147,medium
jerk,7148,medium
karl,7149,medium
kindly,7150,medium
kindness,7151,medium
leaked,7152,medium
locals,7153,medium
lottery,7154,medium
louise,7155,medium
magnitude,7156,medium
mc,7157,medium
minus,7158,medium
nhs,7159,medium
noting,7160,medium
nude,7161,medium
organs,7162,medium
outlet,7163,medium
outlets,7164,medium
parameters,7165,medium
pause,7166,medium
pledge,7167,medium
portal,7168,medium
prescription,7169,medium
protesters,7170,medium
proving,7171,medium
publicity,7172,medium
punished,7173,medium
puppy,7174,medium
recruitment,7175,medium
screwed,7176,medium
shades,7177,medium
shakespeare,7178,medium
silicon,7179,medium
slice,7180,medium
spelling,7181,medium
spurs,7182,medium
subscribers,7183,medium
surveys,7184,medium
survivor,7185,medium
telegraph,7186,medium
tits,7187,medium
vaccine,7188,medium
vinyl,7189,medium
westminster,7190,medium
wished,7191,medium
wonders,7192,medium
accurately,7193,medium
adelaide,7194,medium
affiliate,7195,medium
alfred,7196,medium
asylum,7197,medium
barn,7198,medium
bent,7199,medium
bernie,7200,medium
brussels,7201,medium
cathedral,7202,medium
centered,7203,medium
clause,7205,medium
cluster,7206,medium
complained,7207,medium
compounds,7208,medium
consistency,7209,medium
cr,7210,medium
cracked,7211,medium
cylinder,7212,medium
dancer,7213,medium
deaf,7214,medium
debts,7215,medium
denial,7216,medium
digging,7217,medium
dock,7218,medium
entrepreneur,7219,medium
evident,7220,medium
expectation,7221,medium
expedition,7222,medium
expressing,7223,medium
extends,7224,medium
facilitate,7225,medium
failures,7226,medium
feat,7227,medium
fossil,7228,medium
founding,7229,medium
freight,7230,medium
generating,7231,medium
goddamn,7232,medium
guides,7233,medium
honesty,7234,medium
inappropriate,7235,medium
infant,7236,medium
initiated,7237,medium
injection,7238,medium
instrumental,7239,medium
insult,7240,medium
interference,7241,medium
interstate,7242,medium
julian,7243,medium
launching,7244,medium
liking,7245,medium
linux,7246,medium
luis,7247,medium
mates,7248,medium
mediterranean,7249,medium
neat,7251,medium
negotiate,7252,medium
neo,7253,medium
nicole,7254,medium
obligations,7255,medium
offset,7256,medium
outbreak,7257,medium
pal,7258,medium
palestine,7259,medium
perfection,7260,medium
pigs,7261,medium
pirates,7262,medium
posters,7263,medium
practicing,7264,medium
praying,7265,medium
probe,7266,medium
prohibited,7267,medium
projected,7268,medium
propose,7269,medium
quarterly,7270,medium
recipes,7271,medium
recruiting,7272,medium
refusing,7273,medium
rehabilitation,7274,medium
reid,7275,medium
remix,7276,medium
resistant,7277,medium
reynolds,7278,medium
riders,7279,medium
robots,7280,medium
rockets,7281,medium
roller,7282,medium
sailing,7283,medium
shapes,7284,medium
skinny,7285,medium
slipped,7286,medium
sneak,7287,medium
solving,7288,medium
sore,7289,medium
spark,7290,medium
speculation,7291,medium
steep,7292,medium
stevens,7293,medium
straw,7294,medium
successor,7295,medium
targeting,7296,medium
triggered,7297,medium
troubles,7298,medium
uncertain,7299,medium
upload,7300,medium
vector,7301,medium
violations,7302,medium
weigh,7303,medium
whatsoever,7304,medium
wicked,7305,medium
abraham,7306,medium
absent,7307,medium
acoustic,7308,medium
adapt,7309,medium
ancestors,7310,medium
archive,7311,medium
atomic,7312,medium
bean,7313,medium
bicycle,7314,medium
bryan,7315,medium
bump,7316,medium
buttons,7317,medium
cart,7318,medium
circus,7319,medium
claire,7320,medium
cocaine,7321,medium
cohen,7322,medium
colleague,7323,medium
compelling,7324,medium
compiled,7325,medium
complications,7326,medium
construct,7327,medium
cord,7328,medium
crowded,7329,medium
cyber,7330,medium
dale,7331,medium
debates,7332,medium
defendant,7333,medium
delays,7334,medium
dense,7335,medium
desperately,7336,medium
doctrine,7337,medium
expose,7338,medium
financially,7339,medium
freshman,7340,medium
furious,7341,medium
gameplay,7342,medium
geography,7343,medium
gig,7344,medium
habitat,7346,medium
harbour,7347,medium
hazard,7348,medium
hydrogen,7349,medium
implies,7350,medium
intact,7351,medium
intake,7352,medium
irrelevant,7353,medium
jaw,7354,medium
jin,7355,medium
kitty,7356,medium
lauren,7357,medium
lawn,7358,medium
manufacture,7359,medium
martha,7360,medium
medals,7361,medium
mercedes,7362,medium
mistaken,7363,medium
moses,7364,medium
nashville,7365,medium
nebraska,7366,medium
needle,7367,medium
ol,7368,medium
olds,7369,medium
organize,7370,medium
ottawa,7371,medium
oval,7372,medium
pity,7373,medium
pond,7374,medium
porter,7375,medium
portions,7376,medium
prey,7377,medium
prophet,7378,medium
raymond,7379,medium
recalled,7380,medium
reduces,7381,medium
referendum,7382,medium
refugee,7383,medium
regulated,7384,medium
rounded,7385,medium
ruby,7386,medium
rushed,7387,medium
sanders,7388,medium
satisfy,7389,medium
scales,7390,medium
seasonal,7391,medium
segments,7392,medium
sensible,7393,medium
sequel,7394,medium
shifted,7395,medium
shifting,7396,medium
shining,7397,medium
slower,7398,medium
spinning,7399,medium
stanford,7400,medium
stepping,7401,medium
teammates,7402,medium
touches,7403,medium
township,7404,medium
travelled,7405,medium
twisted,7406,medium
usb,7407,medium
vienna,7408,medium
wade,7409,medium
whale,7410,medium
writings,7411,medium
admire,7412,medium
af,7413,medium
amber,7414,medium
ankle,7415,medium
armor,7416,medium
autism,7417,medium
bachelor,7418,medium
berry,7419,medium
billions,7420,medium
brady,7421,medium
brisbane,7422,medium
bulls,7423,medium
bullying,7424,medium
capitalism,7425,medium
caution,7426,medium
certification,7427,medium
characteristic,7428,medium
clan,7429,medium
clash,7430,medium
columns,7431,medium
compatible,7432,medium
concerts,7433,medium
condemned,7434,medium
configuration,7435,medium
continuously,7436,medium
convincing,7437,medium
coupled,7438,medium
curiosity,7439,medium
delight,7440,medium
determining,7441,medium
entities,7442,medium
exceptions,7443,medium
explosive,7444,medium
flooding,7445,medium
fortunate,7446,medium
fortunately,7447,medium
foundations,7448,medium
frontier,7449,medium
frustrating,7450,medium
frustration,7451,medium
geographic,7452,medium
glenn,7453,medium
grande,7454,medium
grasp,7455,medium
handy,7456,medium
hardcore,7457,medium
harmful,7458,medium
headache,7459,medium
hers,7460,medium
hispanic,7461,medium
incentive,7462,medium
inclusive,7463,medium
infections,7464,medium
jackie,7465,medium
joel,7466,medium
kissing,7467,medium
lanes,7468,medium
licence,7469,medium
lungs,7470,medium
madness,7471,medium
mandate,7472,medium
manga,7473,medium
memorable,7474,medium
merger,7475,medium
minorities,7476,medium
nj,7477,medium
occurring,7478,medium
organizing,7479,medium
performs,7480,medium
ph,7481,medium
po,7482,medium
poker,7483,medium
portable,7484,medium
priced,7485,medium
quebec,7486,medium
randomly,7487,medium
rankings,7488,medium
realizing,7489,medium
resign,7490,medium
revealing,7491,medium
rico,7492,medium
robbery,7493,medium
rub,7494,medium
runners,7495,medium
sally,7496,medium
scattered,7497,medium
scout,7498,medium
searched,7499,medium
sexuality,7500,medium
shouting,7501,medium
slap,7502,medium
steak,7503,medium
succession,7504,medium
superintendent,7505,medium
suspicion,7506,medium
sweep,7507,medium
tactical,7508,medium
talents,7509,medium
therapist,7510,medium
thereafter,7511,medium
thorough,7512,medium
tuition,7513,medium
tumor,7514,medium
usd,7515,medium
variables,7516,medium
varying,7517,medium
wholesale,7518,medium
wwe,7519,medium
administered,7520,medium
affiliated,7521,medium
apples,7522,medium
architectural,7523,medium
artillery,7524,medium
assembled,7525,medium
bangladesh,7526,medium
barack,7527,medium
beaches,7528,medium
bees,7529,medium
boarding,7530,medium
bothered,7531,medium
canvas,7532,medium
canyon,7533,medium
casey,7534,medium
cheek,7535,medium
chen,7536,medium
cincinnati,7537,medium
circular,7538,medium
circulation,7539,medium
clearance,7540,medium
closes,7541,medium
coincidence,7542,medium
comedian,7543,medium
commands,7544,medium
commissioned,7545,medium
concentrated,7546,medium
conscience,7547,medium
cooler,7548,medium
countless,7549,medium
curry,7550,medium
dame,7551,medium
deceased,7552,medium
dedication,7553,medium
defining,7554,medium
detention,7555,medium
disputes,7556,medium
drake,7557,medium
employ,7558,medium
enforce,7559,medium
explicit,7560,medium
explicitly,7561,medium
eyed,7562,medium
florence,7563,medium
flu,7564,medium
forbidden,7565,medium
fraction,7566,medium
hes,7568,medium
infantry,7569,medium
integral,7570,medium
investor,7571,medium
janet,7572,medium
judged,7573,medium
katie,7574,medium
kidnapped,7575,medium
lectures,7576,medium
lightly,7577,medium
linking,7578,medium
maintains,7579,medium
marble,7580,medium
maritime,7581,medium
melt,7582,medium
modes,7583,medium
monica,7584,medium
mumbai,7585,medium
nominee,7586,medium
oath,7587,medium
offence,7588,medium
packaging,7589,medium
patriots,7590,medium
pee,7591,medium
pillow,7592,medium
pirate,7593,medium
polar,7594,medium
prediction,7595,medium
preview,7596,medium
processed,7597,medium
pursuing,7598,medium
puzzle,7599,medium
rapper,7600,medium
rebecca,7601,medium
reconstruction,7602,medium
renowned,7603,medium
revelation,7604,medium
sara,7605,medium
scholar,7606,medium
sharks,7607,medium
shoots,7608,medium
skirt,7609,medium
socially,7610,medium
spa,7611,medium
spike,7612,medium
sprint,7613,medium
stir,7614,medium
stuffed,7615,medium
substantially,7616,medium
suburbs,7617,medium
superb,7618,medium
supposedly,7619,medium
tab,7620,medium
tendency,7621,medium
theirs,7623,medium
toast,7624,medium
toes,7625,medium
touchdown,7626,medium
traits,7627,medium
trek,7628,medium
tricky,7629,medium
triumph,7630,medium
uber,7631,medium
underwear,7632,medium
unto,7633,medium
viable,7634,medium
waist,7635,medium
welcomed,7636,medium
wit,7637,medium
wreck,7638,medium
absurd,7639,medium
accessories,7640,medium
adrian,7641,medium
advocates,7642,medium
ag,7643,medium
ambitious,7644,medium
amid,7645,medium
annoyed,7646,medium
appealing,7647,medium
appointments,7648,medium
assumptions,7649,medium
ballet,7650,medium
bargain,7651,medium
binary,7652,medium
blend,7653,medium
blogs,7654,medium
brake,7655,medium
builds,7656,medium
businessman,7657,medium
cab,7658,medium
ch,7659,medium
chi,7660,medium
col,7661,medium
collision,7662,medium
colombia,7663,medium
compassion,7664,medium
consumed,7665,medium
corrected,7666,medium
correction,7667,medium
cough,7668,medium
cousins,7669,medium
critic,7670,medium
czech,7671,medium
defenders,7672,medium
denying,7673,medium
depot,7674,medium
distress,7675,medium
documentation,7676,medium
doubts,7677,medium
dramatically,7678,medium
drank,7679,medium
dudes,7680,medium
eats,7681,medium
elegant,7682,medium
elevator,7683,medium
ellis,7684,medium
exchanges,7685,medium
excuses,7686,medium
execute,7687,medium
factories,7688,medium
feast,7689,medium
finland,7690,medium
frederick,7691,medium
frost,7693,medium
goin,7694,medium
herald,7695,medium
hike,7696,medium
hollow,7697,medium
homeland,7698,medium
imported,7700,medium
ing,7701,medium
internationally,7702,medium
iraqi,7703,medium
itunes,7704,medium
kane,7705,medium
kissed,7706,medium
lame,7707,medium
licensing,7708,medium
lily,7709,medium
limiting,7710,medium
locker,7711,medium
mainland,7712,medium
marking,7713,medium
meditation,7714,medium
messenger,7715,medium
metals,7716,medium
missiles,7717,medium
munich,7718,medium
norwegian,7719,medium
pencil,7720,medium
philosophical,7721,medium
pierre,7722,medium
pipes,7723,medium
plasma,7724,medium
plea,7725,medium
punish,7726,medium
purse,7727,medium
quarterback,7728,medium
reagan,7729,medium
ref,7730,medium
relieved,7731,medium
replies,7732,medium
reservation,7733,medium
rhetoric,7734,medium
rivals,7735,medium
rushing,7736,medium
salvation,7737,medium
sanctions,7738,medium
secular,7739,medium
sensitivity,7740,medium
shane,7741,medium
sigh,7742,medium
sixteen,7743,medium
sovereign,7744,medium
specifications,7745,medium
spends,7746,medium
spouse,7747,medium
stat,7748,medium
supervisor,7749,medium
synthetic,7750,medium
teaches,7751,medium
tense,7752,medium
terrifying,7753,medium
toyota,7754,medium
tracked,7755,medium
traders,7756,medium
troy,7757,medium
varieties,7758,medium
vegan,7759,medium
waking,7760,medium
walmart,7761,medium
wang,7762,medium
wilderness,7763,medium
admits,7764,medium
adviser,7765,medium
aggregate,7766,medium
anal,7767,medium
anatomy,7768,medium
annie,7769,medium
announces,7770,medium
applicants,7771,medium
automobile,7772,medium
barnes,7773,medium
breasts,7774,medium
cement,7775,medium
chess,7776,medium
citing,7777,medium
colonies,7778,medium
composite,7779,medium
consequently,7780,medium
consist,7781,medium
councils,7782,medium
cox,7783,medium
curtis,7784,medium
decorated,7785,medium
delegates,7786,medium
dreaming,7787,medium
dull,7788,medium
enables,7789,medium
fare,7790,medium
fashioned,7791,medium
feared,7792,medium
float,7793,medium
generator,7794,medium
grind,7795,medium
grinding,7796,medium
grove,7797,medium
guessing,7798,medium
gum,7799,medium
hobby,7800,medium
hunters,7801,medium
idol,7802,medium
illusion,7803,medium
incorrect,7804,medium
jun,7805,medium
junction,7806,medium
lance,7807,medium
leap,7808,medium
locate,7809,medium
locks,7810,medium
lou,7811,medium
lynch,7812,medium
manages,7813,medium
masses,7814,medium
medicare,7815,medium
modeling,7816,medium
motive,7817,medium
nazis,7818,medium
neighbourhood,7819,medium
networking,7820,medium
newer,7821,medium
newton,7822,medium
oppose,7823,medium
optimal,7824,medium
overtime,7826,medium
packs,7827,medium
permits,7828,medium
playstation,7829,medium
pops,7830,medium
postal,7831,medium
predictions,7832,medium
prep,7833,medium
profound,7835,medium
prosecutor,7836,medium
rebellion,7837,medium
recipient,7838,medium
refund,7839,medium
remembering,7840,medium
rescued,7841,medium
risky,7842,medium
